站号,日,气温
6,17 02:00:00,0
6,17 03:00:00,0
6,17 04:00:00,0
6,17 05:00:00,0
6,17 06:00:00,0
6,17 07:00:00,0
6,17 08:00:00,0
6,17 09:00:00,0
6,17 10:00:00,0
6,17 11:00:00,0
6,17 12:00:00,0
6,17 13:00:00,0
6,17 14:00:00,0
6,17 15:00:00,0
6,17 16:00:00,0
6,17 17:00:00,0
6,17 18:00:00,0
6,17 19:00:00,0
6,17 20:00:00,0
6,17 21:00:00,0
6,17 22:00:00,0
6,17 23:00:00,0
6,18 00:00:00,0
6,18 01:00:00,0
6,18 02:00:00,0
6,18 03:00:00,0
6,18 04:00:00,0
6,18 05:00:00,0
6,18 06:00:00,0
6,18 07:00:00,0
6,18 08:00:00,0
6,18 09:00:00,0
6,18 10:00:00,0
6,18 11:00:00,0
6,18 12:00:00,0
6,18 13:00:00,0
6,18 14:00:00,0
6,18 15:00:00,0
6,18 16:00:00,0
6,18 17:00:00,0
6,18 18:00:00,0
6,18 19:00:00,0
6,18 20:00:00,0
6,18 21:00:00,0
6,18 22:00:00,0
6,18 23:00:00,0
6,19 00:00:00,0
6,19 01:00:00,0
6,19 02:00:00,0
6,19 03:00:00,0
6,19 04:00:00,0
6,19 05:00:00,0
6,19 06:00:00,0
6,19 07:00:00,0
6,19 08:00:00,0
6,19 09:00:00,0
6,19 10:00:00,0
6,19 11:00:00,0
6,19 12:00:00,0
6,19 13:00:00,0
6,19 14:00:00,0
6,19 15:00:00,0
6,19 16:00:00,0
6,19 17:00:00,0
6,19 18:00:00,0
6,19 19:00:00,0
6,19 20:00:00,0
6,19 21:00:00,0
6,19 22:00:00,0
6,19 23:00:00,0
6,20 00:00:00,0
6,20 01:00:00,0
6,20 02:00:00,0
6,20 03:00:00,0
6,20 04:00:00,0
6,20 05:00:00,0
6,20 06:00:00,0
6,20 07:00:00,0
6,20 08:00:00,0
6,20 09:00:00,0
6,20 10:00:00,0
6,20 11:00:00,0
6,20 12:00:00,0
6,20 13:00:00,0
6,20 14:00:00,0
6,20 15:00:00,0
6,20 16:00:00,0
6,20 17:00:00,0
6,20 18:00:00,0
6,20 19:00:00,0
6,20 20:00:00,0
6,20 21:00:00,0
6,20 22:00:00,0
6,20 23:00:00,0
6,21 00:00:00,0
6,21 01:00:00,0
6,21 02:00:00,0
6,21 03:00:00,0
6,21 04:00:00,0
6,21 05:00:00,0
6,21 06:00:00,0
6,21 07:00:00,0
6,21 08:00:00,0
6,21 09:00:00,0
6,21 10:00:00,0
6,21 11:00:00,0
6,21 12:00:00,0
6,21 13:00:00,0
6,21 14:00:00,0
6,21 15:00:00,0
6,21 16:00:00,0
6,21 17:00:00,0
6,21 18:00:00,0
6,21 19:00:00,0
6,21 20:00:00,0
6,21 21:00:00,0
6,21 22:00:00,0
6,21 23:00:00,0
6,22 00:00:00,0
6,22 01:00:00,0
6,22 02:00:00,0
6,22 03:00:00,0
6,22 04:00:00,0
6,22 05:00:00,0
6,22 06:00:00,0
6,22 07:00:00,0
6,22 08:00:00,0
6,22 09:00:00,0
6,22 10:00:00,0
6,22 11:00:00,0
6,22 12:00:00,0
6,22 13:00:00,0
6,22 14:00:00,0
6,22 15:00:00,0
6,22 16:00:00,0
6,22 17:00:00,0
6,22 18:00:00,0
6,22 19:00:00,0
6,22 20:00:00,0
6,22 21:00:00,0
6,22 22:00:00,0
6,22 23:00:00,0
6,23 00:00:00,0
6,23 01:00:00,0
6,23 02:00:00,0
6,23 03:00:00,0
6,23 04:00:00,0
6,23 05:00:00,0
6,23 06:00:00,0
6,23 07:00:00,0
6,23 08:00:00,0
6,23 09:00:00,0
6,23 10:00:00,0
6,23 11:00:00,0
6,23 12:00:00,0
6,23 13:00:00,0
6,23 14:00:00,0
6,23 15:00:00,0
6,23 16:00:00,0
6,23 17:00:00,0
6,23 18:00:00,0
6,23 19:00:00,0
6,23 20:00:00,0
6,23 21:00:00,0
6,23 22:00:00,0
6,23 23:00:00,0
6,24 00:00:00,0
6,24 01:00:00,0
6,24 02:00:00,0
6,24 03:00:00,0
6,24 04:00:00,0
6,24 05:00:00,0
6,24 06:00:00,0
6,24 07:00:00,0
6,24 08:00:00,0
6,24 09:00:00,0
6,24 10:00:00,0
6,24 11:00:00,0
6,24 12:00:00,0
6,24 13:00:00,0
6,24 14:00:00,0
6,24 15:00:00,0
6,24 16:00:00,0
6,24 17:00:00,0
6,24 18:00:00,0
6,24 19:00:00,0
6,24 20:00:00,0
6,24 21:00:00,0
6,24 22:00:00,0
6,24 23:00:00,0
6,25 00:00:00,0
6,25 01:00:00,0
6,25 02:00:00,0
6,25 03:00:00,0
6,25 04:00:00,0
6,25 05:00:00,0
6,25 06:00:00,0
6,25 07:00:00,0
6,25 08:00:00,0
6,25 09:00:00,0
6,25 10:00:00,0
6,25 11:00:00,0
6,25 12:00:00,0
6,25 13:00:00,0
6,25 14:00:00,0
6,25 15:00:00,0
6,25 16:00:00,0
6,25 17:00:00,0
6,25 18:00:00,0
6,25 19:00:00,0
6,25 20:00:00,0
6,25 21:00:00,0
6,25 22:00:00,0
6,25 23:00:00,0
6,26 00:00:00,0
6,26 01:00:00,0
6,26 02:00:00,0
6,26 03:00:00,0
6,26 04:00:00,0
6,26 05:00:00,0
6,26 06:00:00,0
6,26 07:00:00,0
6,26 08:00:00,0
6,26 09:00:00,0
6,26 10:00:00,0
6,26 11:00:00,0
6,26 12:00:00,0
6,26 13:00:00,0
6,26 14:00:00,0
6,26 15:00:00,0
6,26 16:00:00,0
6,26 17:00:00,0
6,26 18:00:00,0
6,26 19:00:00,0
6,26 20:00:00,0
6,26 21:00:00,0
6,26 22:00:00,0
6,26 23:00:00,0
6,27 00:00:00,0
6,27 01:00:00,0
6,27 02:00:00,0
6,27 03:00:00,0
6,27 04:00:00,0
6,27 05:00:00,0
6,27 06:00:00,0
6,27 07:00:00,0
6,27 08:00:00,0
6,27 09:00:00,0
6,27 10:00:00,0
6,27 11:00:00,0
6,27 12:00:00,0
6,27 13:00:00,0
6,27 14:00:00,0
6,27 15:00:00,0
6,27 16:00:00,0
6,27 17:00:00,0
6,27 18:00:00,0
6,27 19:00:00,0
6,27 20:00:00,0
6,27 21:00:00,0
6,27 22:00:00,0
6,27 23:00:00,0
6,28 00:00:00,0
6,28 01:00:00,0
6,28 02:00:00,0
6,28 03:00:00,0
6,28 04:00:00,0
6,28 05:00:00,0
6,28 06:00:00,0
6,28 07:00:00,0
6,28 08:00:00,0
6,28 09:00:00,0
6,28 10:00:00,0
6,28 11:00:00,0
6,28 12:00:00,0
6,28 13:00:00,0
6,28 14:00:00,0
6,28 15:00:00,0
6,28 16:00:00,0
6,28 17:00:00,0
6,28 18:00:00,0
6,28 19:00:00,0
6,28 20:00:00,0
6,28 21:00:00,0
6,28 22:00:00,0
6,28 23:00:00,0
6,29 00:00:00,0
6,29 01:00:00,0
6,29 02:00:00,0
6,29 03:00:00,0
6,29 04:00:00,0
6,29 05:00:00,0
6,29 06:00:00,0
6,29 07:00:00,0
6,29 08:00:00,0
6,29 09:00:00,0
6,29 10:00:00,0
6,29 11:00:00,0
6,29 12:00:00,0
6,29 13:00:00,0
6,29 14:00:00,0
6,29 15:00:00,0
6,29 16:00:00,0
6,29 17:00:00,0
6,29 18:00:00,0
6,29 19:00:00,0
6,29 20:00:00,0
6,29 21:00:00,0
6,29 22:00:00,0
6,29 23:00:00,0
6,30 00:00:00,0
6,30 01:00:00,0
6,30 02:00:00,0
6,30 03:00:00,0
6,30 04:00:00,0
6,30 05:00:00,0
6,30 06:00:00,0
6,30 07:00:00,0
6,30 08:00:00,0
6,30 09:00:00,0
6,30 10:00:00,0
6,30 11:00:00,0
6,30 12:00:00,0
6,30 13:00:00,0
6,30 14:00:00,0
6,30 15:00:00,0
6,30 16:00:00,0
6,30 17:00:00,0
6,30 18:00:00,0
6,30 19:00:00,0
6,30 20:00:00,0
6,30 21:00:00,0
6,30 22:00:00,0
6,30 23:00:00,0
6,31 00:00:00,0
6,31 01:00:00,0
6,31 02:00:00,0
6,31 03:00:00,0
6,31 04:00:00,0
6,31 05:00:00,0
6,31 06:00:00,0
6,31 07:00:00,0
6,31 08:00:00,0
6,31 09:00:00,0
6,31 10:00:00,0
6,31 11:00:00,0
6,31 12:00:00,0
6,31 13:00:00,0
6,31 14:00:00,0
6,31 15:00:00,0
6,31 16:00:00,0
6,31 17:00:00,0
6,31 18:00:00,0
6,31 19:00:00,0
6,31 20:00:00,0
6,31 21:00:00,0
6,31 22:00:00,0
6,31 23:00:00,0
7,01 00:00:00,0
7,01 01:00:00,0
7,01 02:00:00,0
7,01 03:00:00,0
7,01 04:00:00,0
7,01 05:00:00,0
7,01 06:00:00,0
7,01 07:00:00,0
7,01 08:00:00,0
7,01 09:00:00,0
7,01 10:00:00,0
7,01 11:00:00,0
7,01 12:00:00,0
7,01 13:00:00,0
7,01 14:00:00,0
7,01 15:00:00,0
7,01 16:00:00,0
7,01 17:00:00,0
7,01 18:00:00,0
7,01 19:00:00,0
7,01 20:00:00,0
7,01 21:00:00,0
7,01 22:00:00,0
7,01 23:00:00,0
7,02 00:00:00,0
7,02 01:00:00,0
7,02 02:00:00,0
7,02 03:00:00,0
7,02 04:00:00,0
7,02 05:00:00,0
7,02 06:00:00,0
7,02 07:00:00,0
7,02 08:00:00,0
7,02 09:00:00,0
7,02 10:00:00,0
7,02 11:00:00,0
7,02 12:00:00,0
7,02 13:00:00,0
7,02 14:00:00,0
7,02 15:00:00,0
7,02 16:00:00,0
7,02 17:00:00,0
7,02 18:00:00,0
7,02 19:00:00,0
7,02 20:00:00,0
7,02 21:00:00,0
7,02 22:00:00,0
7,02 23:00:00,0
7,03 00:00:00,0
7,03 01:00:00,0
7,03 02:00:00,0
7,03 03:00:00,0
7,03 04:00:00,0
7,03 05:00:00,0
7,03 06:00:00,0
7,03 07:00:00,0
7,03 08:00:00,0
7,03 09:00:00,0
7,03 10:00:00,0
7,03 11:00:00,0
7,03 12:00:00,0
7,03 13:00:00,0
7,03 14:00:00,0
7,03 15:00:00,0
7,03 16:00:00,0
7,03 17:00:00,0
7,03 18:00:00,0
7,03 19:00:00,0
7,03 20:00:00,0
7,03 21:00:00,0
7,03 22:00:00,0
7,03 23:00:00,0
7,04 00:00:00,0
7,04 01:00:00,0
7,04 02:00:00,0
7,04 03:00:00,0
7,04 04:00:00,0
7,04 05:00:00,0
7,04 06:00:00,0
7,04 07:00:00,0
7,04 08:00:00,0
7,04 09:00:00,0
7,04 10:00:00,0
7,04 11:00:00,0
7,04 12:00:00,0
7,04 13:00:00,0
7,04 14:00:00,0
7,04 15:00:00,0
7,04 16:00:00,0
7,04 17:00:00,0
7,04 18:00:00,0
7,04 19:00:00,0
7,04 20:00:00,0
7,04 21:00:00,0
7,04 22:00:00,0
7,04 23:00:00,0
7,05 00:00:00,0
7,05 01:00:00,0
7,05 02:00:00,0
7,05 03:00:00,0
7,05 04:00:00,0
7,05 05:00:00,0
7,05 06:00:00,0
7,05 07:00:00,0
7,05 08:00:00,0
7,05 09:00:00,0
7,05 10:00:00,0
7,05 11:00:00,0
7,05 12:00:00,0
7,05 13:00:00,0
7,05 14:00:00,0
7,05 15:00:00,0
7,05 16:00:00,0
7,05 17:00:00,0
7,05 18:00:00,0
7,05 19:00:00,0
7,05 20:00:00,0
7,05 21:00:00,0
7,05 22:00:00,0
7,05 23:00:00,0
7,06 00:00:00,0
7,06 01:00:00,0
7,06 02:00:00,0
7,06 03:00:00,0
7,06 04:00:00,0
7,06 05:00:00,0
7,06 06:00:00,0
7,06 07:00:00,0
7,06 08:00:00,0
7,06 09:00:00,0
7,06 10:00:00,0
7,06 11:00:00,0
7,06 12:00:00,0
7,06 13:00:00,0
7,06 14:00:00,0
7,06 15:00:00,0
7,06 16:00:00,0
7,06 17:00:00,0
7,06 18:00:00,0
7,06 19:00:00,0
7,06 20:00:00,0
7,06 21:00:00,0
7,06 22:00:00,0
7,06 23:00:00,0
7,07 00:00:00,0
7,07 01:00:00,0
7,07 02:00:00,0
7,07 03:00:00,0
7,07 04:00:00,0
7,07 05:00:00,0
7,07 06:00:00,0
7,07 07:00:00,0
7,07 08:00:00,0
7,07 09:00:00,0
7,07 10:00:00,0
7,07 11:00:00,0
7,07 12:00:00,0
7,07 13:00:00,0
7,07 14:00:00,0
7,07 15:00:00,0
7,07 16:00:00,0
7,07 17:00:00,0
7,07 18:00:00,0
7,07 19:00:00,0
7,07 20:00:00,0
7,07 21:00:00,0
7,07 22:00:00,0
7,07 23:00:00,0
7,08 00:00:00,0
7,08 01:00:00,0
7,08 02:00:00,0
7,08 03:00:00,0
7,08 04:00:00,0
7,08 05:00:00,0
7,08 06:00:00,0
7,08 07:00:00,0
7,08 08:00:00,0
7,08 09:00:00,0
7,08 10:00:00,0
7,08 11:00:00,0
7,08 12:00:00,0
7,08 13:00:00,0
7,08 14:00:00,0
7,08 15:00:00,0
7,08 16:00:00,0
7,08 17:00:00,0
7,08 18:00:00,0
7,08 19:00:00,0
7,08 20:00:00,0
7,08 21:00:00,0
7,08 22:00:00,0
7,08 23:00:00,0
7,09 00:00:00,0
7,09 01:00:00,0
7,09 02:00:00,0
7,09 03:00:00,0
7,09 04:00:00,0
7,09 05:00:00,0
7,09 06:00:00,0
7,09 07:00:00,0
7,09 08:00:00,0
7,09 09:00:00,0
7,09 10:00:00,0
7,09 11:00:00,0
7,09 12:00:00,0
7,09 13:00:00,0
7,09 14:00:00,0
7,09 15:00:00,0
7,09 16:00:00,0
7,09 17:00:00,0
7,09 18:00:00,0
7,09 19:00:00,0
7,09 20:00:00,0
7,09 21:00:00,0
7,09 22:00:00,0
7,09 23:00:00,0
7,10 00:00:00,0
7,10 01:00:00,0
7,10 02:00:00,0
7,10 03:00:00,0
7,10 04:00:00,0
7,10 05:00:00,0
7,10 06:00:00,0
7,10 07:00:00,0
7,10 08:00:00,0
7,10 09:00:00,0
7,10 10:00:00,0
7,10 11:00:00,0
7,10 12:00:00,0
7,10 13:00:00,0
7,10 14:00:00,0
7,10 15:00:00,0
7,10 16:00:00,0
7,10 17:00:00,0
7,10 18:00:00,0
7,10 19:00:00,0
7,10 20:00:00,0
7,10 21:00:00,0
7,10 22:00:00,0
7,10 23:00:00,0
7,11 00:00:00,0
7,11 01:00:00,0
7,11 02:00:00,0
7,11 03:00:00,0
7,11 04:00:00,0
7,11 05:00:00,0
7,11 06:00:00,0
7,11 07:00:00,0
7,11 08:00:00,0
7,11 09:00:00,0
7,11 10:00:00,0
7,11 11:00:00,0
7,11 12:00:00,0
7,11 13:00:00,0
7,11 14:00:00,0
7,11 15:00:00,0
7,11 16:00:00,0
7,11 17:00:00,0
7,11 18:00:00,0
7,11 19:00:00,0
7,11 20:00:00,0
7,11 21:00:00,0
7,11 22:00:00,0
7,11 23:00:00,0
7,12 00:00:00,0
7,12 01:00:00,0
7,12 02:00:00,0
7,12 03:00:00,0
7,12 04:00:00,0
7,12 05:00:00,0
7,12 06:00:00,0
7,12 07:00:00,0
7,12 08:00:00,0
7,12 09:00:00,0
7,12 10:00:00,0
7,12 11:00:00,0
7,12 12:00:00,0
7,12 13:00:00,0
7,12 14:00:00,0
7,12 15:00:00,0
7,12 16:00:00,0
7,12 17:00:00,0
7,12 18:00:00,0
7,12 19:00:00,0
7,12 20:00:00,0
7,12 21:00:00,0
7,12 22:00:00,0
7,12 23:00:00,0
7,13 00:00:00,0
7,13 01:00:00,0
7,13 02:00:00,0
7,13 03:00:00,0
7,13 04:00:00,0
7,13 05:00:00,0
7,13 06:00:00,0
7,13 07:00:00,0
7,13 08:00:00,0
7,13 09:00:00,0
7,13 10:00:00,0
7,13 11:00:00,0
7,13 12:00:00,0
7,13 13:00:00,0
7,13 14:00:00,0
7,13 15:00:00,0
7,13 16:00:00,0
7,13 17:00:00,0
7,13 18:00:00,0
7,13 19:00:00,0
7,13 20:00:00,0
7,13 21:00:00,0
7,13 22:00:00,0
7,13 23:00:00,0
7,14 00:00:00,0
7,14 01:00:00,0
7,14 02:00:00,0
7,14 03:00:00,0
7,14 04:00:00,0
7,14 05:00:00,0
7,14 06:00:00,0
7,14 07:00:00,0
7,14 08:00:00,0
7,14 09:00:00,0
7,14 10:00:00,0
7,14 11:00:00,0
7,14 12:00:00,0
7,14 13:00:00,0
7,14 14:00:00,0
7,14 15:00:00,0
7,14 16:00:00,0
7,14 17:00:00,0
7,14 18:00:00,0
7,14 19:00:00,0
7,14 20:00:00,0
7,14 21:00:00,0
7,14 22:00:00,0
7,14 23:00:00,0
7,15 00:00:00,0
7,15 01:00:00,0
7,15 02:00:00,0
7,15 03:00:00,0
7,15 04:00:00,0
7,15 05:00:00,0
7,15 06:00:00,0
7,15 07:00:00,0
7,15 08:00:00,0
7,15 09:00:00,0
7,15 10:00:00,0
7,15 11:00:00,0
7,15 12:00:00,0
7,15 13:00:00,0
7,15 14:00:00,0
7,15 15:00:00,0
7,15 16:00:00,0
7,15 17:00:00,0
7,15 18:00:00,0
7,15 19:00:00,0
7,15 20:00:00,0
7,15 21:00:00,0
7,15 22:00:00,0
7,15 23:00:00,0
7,16 00:00:00,0
7,16 01:00:00,0
7,16 02:00:00,0
7,16 03:00:00,0
7,16 04:00:00,0
7,16 05:00:00,0
7,16 06:00:00,0
7,16 07:00:00,0
7,16 08:00:00,0
7,16 09:00:00,0
7,16 10:00:00,0
7,16 11:00:00,0
7,16 12:00:00,0
7,16 13:00:00,0
7,16 14:00:00,0
7,16 15:00:00,0
7,16 16:00:00,0
7,16 17:00:00,0
7,16 18:00:00,0
7,16 19:00:00,0
7,16 20:00:00,0
7,16 21:00:00,0
7,16 22:00:00,0
7,16 23:00:00,0
7,17 00:00:00,0
7,17 01:00:00,0
7,17 02:00:00,0
7,17 03:00:00,0
7,17 04:00:00,0
7,17 05:00:00,0
7,17 06:00:00,0
7,17 07:00:00,0
7,17 08:00:00,0
7,17 09:00:00,0
7,17 10:00:00,0
7,17 11:00:00,0
7,17 12:00:00,0
7,17 13:00:00,0
7,17 14:00:00,0
7,17 15:00:00,0
7,17 16:00:00,0
7,17 17:00:00,0
7,17 18:00:00,0
7,17 19:00:00,0
7,17 20:00:00,0
7,17 21:00:00,0
7,17 22:00:00,0
7,17 23:00:00,0
7,18 00:00:00,0
7,18 01:00:00,0
7,18 02:00:00,0
7,18 03:00:00,0
7,18 04:00:00,0
7,18 05:00:00,0
7,18 06:00:00,0
7,18 07:00:00,0
7,18 08:00:00,0
7,18 09:00:00,0
7,18 10:00:00,0
7,18 11:00:00,0
7,18 12:00:00,0
7,18 13:00:00,0
7,18 14:00:00,0
7,18 15:00:00,0
7,18 16:00:00,0
7,18 17:00:00,0
7,18 18:00:00,0
7,18 19:00:00,0
7,18 20:00:00,0
7,18 21:00:00,0
7,18 22:00:00,0
7,18 23:00:00,0
7,19 00:00:00,0
7,19 01:00:00,0
7,19 02:00:00,0
7,19 03:00:00,0
7,19 04:00:00,0
7,19 05:00:00,0
7,19 06:00:00,0
7,19 07:00:00,0
7,19 08:00:00,0
7,19 09:00:00,0
7,19 10:00:00,0
7,19 11:00:00,0
7,19 12:00:00,0
7,19 13:00:00,0
7,19 14:00:00,0
7,19 15:00:00,0
7,19 16:00:00,0
7,19 17:00:00,0
7,19 18:00:00,0
7,19 19:00:00,0
7,19 20:00:00,0
7,19 21:00:00,0
7,19 22:00:00,0
7,19 23:00:00,0
7,20 00:00:00,0
7,20 01:00:00,0
7,20 02:00:00,0
7,20 03:00:00,0
7,20 04:00:00,0
7,20 05:00:00,0
7,20 06:00:00,0
7,20 07:00:00,0
7,20 08:00:00,0
7,20 09:00:00,0
7,20 10:00:00,0
7,20 11:00:00,0
7,20 12:00:00,0
7,20 13:00:00,0
7,20 14:00:00,0
7,20 15:00:00,0
7,20 16:00:00,0
7,20 17:00:00,0
7,20 18:00:00,0
7,20 19:00:00,0
7,20 20:00:00,0
7,20 21:00:00,0
7,20 22:00:00,0
7,20 23:00:00,0
7,21 00:00:00,0
7,21 01:00:00,0
7,21 02:00:00,0
7,21 03:00:00,0
7,21 04:00:00,0
7,21 05:00:00,0
7,21 06:00:00,0
7,21 07:00:00,0
7,21 08:00:00,0
7,21 09:00:00,0
7,21 10:00:00,0
7,21 11:00:00,0
7,21 12:00:00,0
7,21 13:00:00,0
7,21 14:00:00,0
7,21 15:00:00,0
7,21 16:00:00,0
7,21 17:00:00,0
7,21 18:00:00,0
7,21 19:00:00,0
7,21 20:00:00,0
7,21 21:00:00,0
7,21 22:00:00,0
7,21 23:00:00,0
7,22 00:00:00,0
7,22 01:00:00,0
7,22 02:00:00,0
7,22 03:00:00,0
7,22 04:00:00,0
7,22 05:00:00,0
7,22 06:00:00,0
7,22 07:00:00,0
7,22 08:00:00,0
7,22 09:00:00,0
7,22 10:00:00,0
7,22 11:00:00,0
7,22 12:00:00,0
7,22 13:00:00,0
7,22 14:00:00,0
7,22 15:00:00,0
7,22 16:00:00,0
7,22 17:00:00,0
7,22 18:00:00,0
7,22 19:00:00,0
7,22 20:00:00,0
7,22 21:00:00,0
7,22 22:00:00,0
7,22 23:00:00,0
7,23 00:00:00,0
7,23 01:00:00,0
7,23 02:00:00,0
7,23 03:00:00,0
7,23 04:00:00,0
7,23 05:00:00,0
7,23 06:00:00,0
7,23 07:00:00,0
7,23 08:00:00,0
7,23 09:00:00,0
7,23 10:00:00,0
7,23 11:00:00,0
7,23 12:00:00,0
7,23 13:00:00,0
7,23 14:00:00,0
7,23 15:00:00,0
7,23 16:00:00,0
7,23 17:00:00,0
7,23 18:00:00,0
7,23 19:00:00,0
7,23 20:00:00,0
7,23 21:00:00,0
7,23 22:00:00,0
7,23 23:00:00,0
7,24 00:00:00,0
7,24 01:00:00,0
7,24 02:00:00,0
7,24 03:00:00,0
7,24 04:00:00,0
7,24 05:00:00,0
7,24 06:00:00,0
7,24 07:00:00,0
7,24 08:00:00,0
7,24 09:00:00,0
7,24 10:00:00,0
7,24 11:00:00,0
7,24 12:00:00,0
7,24 13:00:00,0
7,24 14:00:00,0
7,24 15:00:00,0
7,24 16:00:00,0
7,24 17:00:00,0
7,24 18:00:00,0
7,24 19:00:00,0
7,24 20:00:00,0
7,24 21:00:00,0
7,24 22:00:00,0
7,24 23:00:00,0
7,25 00:00:00,0
7,25 01:00:00,0
7,25 02:00:00,0
7,25 03:00:00,0
7,25 04:00:00,0
7,25 05:00:00,0
7,25 06:00:00,0
7,25 07:00:00,0
7,25 08:00:00,0
7,25 09:00:00,0
7,25 10:00:00,0
7,25 11:00:00,0
7,25 12:00:00,0
7,25 13:00:00,0
7,25 14:00:00,0
7,25 15:00:00,0
7,25 16:00:00,0
7,25 17:00:00,0
7,25 18:00:00,0
7,25 19:00:00,0
7,25 20:00:00,0
7,25 21:00:00,0
7,25 22:00:00,0
7,25 23:00:00,0
7,26 00:00:00,0
7,26 01:00:00,0
7,26 02:00:00,0
7,26 03:00:00,0
7,26 04:00:00,0
7,26 05:00:00,0
7,26 06:00:00,0
7,26 07:00:00,0
7,26 08:00:00,0
7,26 09:00:00,0
7,26 10:00:00,0
7,26 11:00:00,0
7,26 12:00:00,0
7,26 13:00:00,0
7,26 14:00:00,0
7,26 15:00:00,0
7,26 16:00:00,0
7,26 17:00:00,0
7,26 18:00:00,0
7,26 19:00:00,0
7,26 20:00:00,0
7,26 21:00:00,0
7,26 22:00:00,0
7,26 23:00:00,0
7,27 00:00:00,0
7,27 01:00:00,0
7,27 02:00:00,0
7,27 03:00:00,0
7,27 04:00:00,0
7,27 05:00:00,0
7,27 06:00:00,0
7,27 07:00:00,0
7,27 08:00:00,0
7,27 09:00:00,0
7,27 10:00:00,0
7,27 11:00:00,0
7,27 12:00:00,0
7,27 13:00:00,0
7,27 14:00:00,0
7,27 15:00:00,0
7,27 16:00:00,0
7,27 17:00:00,0
7,27 18:00:00,0
7,27 19:00:00,0
7,27 20:00:00,0
7,27 21:00:00,0
7,27 22:00:00,0
7,27 23:00:00,0
7,28 00:00:00,0
7,28 01:00:00,0
7,28 02:00:00,0
7,28 03:00:00,0
7,28 04:00:00,0
7,28 05:00:00,0
7,28 06:00:00,0
7,28 07:00:00,0
7,28 08:00:00,0
7,28 09:00:00,0
7,28 10:00:00,0
7,28 11:00:00,0
7,28 12:00:00,0
7,28 13:00:00,0
7,28 14:00:00,0
7,28 15:00:00,0
7,28 16:00:00,0
7,28 17:00:00,0
7,28 18:00:00,0
7,28 19:00:00,0
7,28 20:00:00,0
7,28 21:00:00,0
7,28 22:00:00,0
7,28 23:00:00,0
7,29 00:00:00,0
7,29 01:00:00,0
7,29 02:00:00,0
7,29 03:00:00,0
7,29 04:00:00,0
7,29 05:00:00,0
7,29 06:00:00,0
7,29 07:00:00,0
7,29 08:00:00,0
7,29 09:00:00,0
7,29 10:00:00,0
7,29 11:00:00,0
7,29 12:00:00,0
7,29 13:00:00,0
7,29 14:00:00,0
7,29 15:00:00,0
7,29 16:00:00,0
7,29 17:00:00,0
7,29 18:00:00,0
7,29 19:00:00,0
7,29 20:00:00,0
7,29 21:00:00,0
7,29 22:00:00,0
7,29 23:00:00,0
7,30 00:00:00,0
7,30 01:00:00,0
7,30 02:00:00,0
7,30 03:00:00,0
7,30 04:00:00,0
7,30 05:00:00,0
7,30 06:00:00,0
7,30 07:00:00,0
7,30 08:00:00,0
7,30 09:00:00,0
7,30 10:00:00,0
7,30 11:00:00,0
7,30 12:00:00,0
7,30 13:00:00,0
7,30 14:00:00,0
7,30 15:00:00,0
7,30 16:00:00,0
7,30 17:00:00,0
7,30 18:00:00,0
7,30 19:00:00,0
7,30 20:00:00,0
7,30 21:00:00,0
7,30 22:00:00,0
7,30 23:00:00,0
7,31 00:00:00,0
7,31 01:00:00,0
7,31 02:00:00,0
7,31 03:00:00,0
7,31 04:00:00,0
7,31 05:00:00,0
7,31 06:00:00,0
7,31 07:00:00,0
7,31 08:00:00,0
7,31 09:00:00,0
7,31 10:00:00,0
7,31 11:00:00,0
7,31 12:00:00,0
7,31 13:00:00,0
7,31 14:00:00,0
7,31 15:00:00,0
7,31 16:00:00,0
7,31 17:00:00,0
7,31 18:00:00,0
7,31 19:00:00,0
7,31 20:00:00,0
7,31 21:00:00,0
7,31 22:00:00,0
7,31 23:00:00,0
8,01 00:00:00,0
8,01 01:00:00,0
8,01 02:00:00,0
8,01 03:00:00,0
8,01 04:00:00,0
8,01 05:00:00,0
8,01 06:00:00,0
8,01 07:00:00,0
8,01 08:00:00,0
8,01 09:00:00,0
8,01 10:00:00,0
8,01 11:00:00,0
8,01 12:00:00,0
8,01 13:00:00,0
8,01 14:00:00,0
8,01 15:00:00,0
8,01 16:00:00,0
8,01 17:00:00,0
8,01 18:00:00,0
8,01 19:00:00,0
8,01 20:00:00,0
8,01 21:00:00,0
8,01 22:00:00,0
8,01 23:00:00,0
8,02 00:00:00,0
8,02 01:00:00,0
8,02 02:00:00,0
8,02 03:00:00,0
8,02 04:00:00,0
8,02 05:00:00,0
8,02 06:00:00,0
8,02 07:00:00,0
8,02 08:00:00,0
8,02 09:00:00,0
8,02 10:00:00,0
8,02 11:00:00,0
8,02 12:00:00,0
8,02 13:00:00,0
8,02 14:00:00,0
8,02 15:00:00,0
8,02 16:00:00,0
8,02 17:00:00,0
8,02 18:00:00,0
8,02 19:00:00,0
8,02 20:00:00,0
8,02 21:00:00,0
8,02 22:00:00,0
8,02 23:00:00,0
8,03 00:00:00,0
8,03 01:00:00,0
8,03 02:00:00,0
8,03 03:00:00,0
8,03 04:00:00,0
8,03 05:00:00,0
8,03 06:00:00,0
8,03 07:00:00,0
8,03 08:00:00,0
8,03 09:00:00,0
8,03 10:00:00,0
8,03 11:00:00,0
8,03 12:00:00,0
8,03 13:00:00,0
8,03 14:00:00,0
8,03 15:00:00,0
